Execution ID,Run ID,Run Correlative,Run Total,Scenario,Seed,Tasks,Method,Normalized Mission Value,Weighted Impact Coverage,Impact Coverage,Physical Completed Tasks,Physical Completion Rate,Medical Evacuees,Personnel Transported,Cargo Delivered kg,Medical Impact Coverage,Personnel Impact Coverage,Cargo Impact Coverage,Average Response Time,Maximum Response Time,Makespan,Total Flight Time,Task Flight Time,Return Flight Time,Value per Flight Minute,Runtime sec,Solver Time sec,Graph Time sec,Matrix Time sec,End-to-end sec,Optimal Certified,MIP Gap,Primal Bound,Dual Bound,Variables,Constraints,Nonzeros,Solver Message,Has Incumbent,MIP Nodes,Time Limit sec,Solver Status Code
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,Greedy-Benefit,0.4562900666450066,0.6551181102362205,0.6342105263157897,13.0,0.65,13.0,9.0,350.0,0.6842105263157895,0.6923076923076923,0.35,44.53846153846154,82.0,102.0,243.4748223309835,126.86355396094426,116.61126837003928,0.0018740749547594647,0.0027732079979614355,,,,0.0027744580002035946,False,,,,,,,Constructive heuristic,True,,,
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,HiGHS-1s,,,,,,,,,,,,,,,,,,,1.3957219999974768,1.3957219999974768,0.5667508750011621,0.07546937499864725,2.037942249997286,False,,,,29318.0,11620.0,76358.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),False,,1.0,1.0
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,HiGHS-5s,,,,,,,,,,,,,,,,,,,5.644623000000138,5.644623000000138,0.5667508750011621,0.07546937499864725,6.286843249999947,False,,,,29318.0,11620.0,76358.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),False,,5.0,1.0
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,HiGHS-15s,0.5269807318306424,0.7181102362204724,0.6868421052631583,14.0,0.7,15.0,9.0,350.0,0.7894736842105263,0.6923076923076923,0.35,45.42857142857143,84.0,96.0,244.3097911628172,123.55080084259983,120.75899032021738,0.00215701846955222,7.450396625001304,7.450396625001304,0.5667508750011621,0.07546937499864725,8.092616875001113,True,0.0,0.5269807318306425,0.5269807318306425,29318.0,11620.0,76358.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1.0,15.0,0.0
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,HiGHS-60s,0.5269807318306424,0.7181102362204724,0.6868421052631583,14.0,0.7,15.0,9.0,350.0,0.7894736842105263,0.6923076923076923,0.35,45.42857142857143,84.0,96.0,244.3097911628172,123.55080084259983,120.75899032021738,0.00215701846955222,7.906595874999766,7.906595874999766,0.5667508750011621,0.07546937499864725,8.548816124999576,True,0.0,0.5269807318306425,0.5269807318306425,29318.0,11620.0,76358.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1.0,60.0,0.0
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,HiGHS-600s,0.5269807318306424,0.7181102362204724,0.6868421052631583,14.0,0.7,15.0,9.0,350.0,0.7894736842105263,0.6923076923076923,0.35,45.42857142857143,84.0,96.0,244.3097911628172,123.55080084259983,120.75899032021738,0.00215701846955222,8.227012499999546,8.227012499999546,0.5667508750011621,0.07546937499864725,8.869232749999355,True,0.0,0.5269807318306425,0.5269807318306425,29318.0,11620.0,76358.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1.0,600.0,0.0
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,Greedy-Density-Operational,0.4708142531806667,0.7653543307086613,0.7394736842105266,15.0,0.75,15.0,11.0,350.0,0.7894736842105263,0.8461538461538461,0.35,48.86666666666667,93.0,105.0,273.69514542900066,142.1014750263801,131.59367040262055,0.0017202141179475205,0.0015078330034157261,,,,0.0015086670027812943,False,,,,,,,Constructive heuristic,True,,,
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,HiGHS-1s,,,,,,,,,,,,,,,,,,,1.2869324589992175,1.2869324589992175,0.21210216599865817,0.05904037499931292,1.5580749999971886,False,,,,29318.0,11620.0,76358.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),False,,1.0,1.0
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,HiGHS-5s,,,,,,,,,,,,,,,,,,,6.041598374999012,6.041598374999012,0.21210216599865817,0.05904037499931292,6.312740915996983,False,,,,29318.0,11620.0,76358.0,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),False,,5.0,1.0
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,HiGHS-15s,0.5269807318306424,0.7181102362204724,0.6868421052631583,14.0,0.7,15.0,9.0,350.0,0.7894736842105263,0.6923076923076923,0.35,45.42857142857143,84.0,96.0,244.3097911628172,123.55080084259983,120.75899032021738,0.00215701846955222,8.67518525000196,8.67518525000196,0.21210216599865817,0.05904037499931292,8.94632779099993,True,0.0,0.5269807318306425,0.5269807318306425,29318.0,11620.0,76358.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1.0,15.0,0.0
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,HiGHS-60s,0.5269807318306424,0.7181102362204724,0.6868421052631583,14.0,0.7,15.0,9.0,350.0,0.7894736842105263,0.6923076923076923,0.35,45.42857142857143,84.0,96.0,244.3097911628172,123.55080084259983,120.75899032021738,0.00215701846955222,7.416872041001625,7.416872041001625,0.21210216599865817,0.05904037499931292,7.688014581999596,True,0.0,0.5269807318306425,0.5269807318306425,29318.0,11620.0,76358.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1.0,60.0,0.0
20260808_002316-0400,20260808_002316-0400-0001,1,1,A4x4_T20_S1,1,20,HiGHS-600s,0.5269807318306424,0.7181102362204724,0.6868421052631583,14.0,0.7,15.0,9.0,350.0,0.7894736842105263,0.6923076923076923,0.35,45.42857142857143,84.0,96.0,244.3097911628172,123.55080084259983,120.75899032021738,0.00215701846955222,7.695536709001317,7.695536709001317,0.21210216599865817,0.05904037499931292,7.966679249999288,True,0.0,0.5269807318306425,0.5269807318306425,29318.0,11620.0,76358.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1.0,600.0,0.0
